BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,DOI
6,9781450336918,Parsai2016a,"Parsai, Ali; Murgia, Alessandro; Demeyer, Serge",Evaluating Random Mutant Selection at Class-Level in Projects with Non-Adequate Test Suites,,,,,,2016,"New York, NY, USA",,https://doi.org/10.1145/2915970.2915992,Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering,,,EASE '16,,Association for Computing Machinery,,,,,,,"Mutation testing is a standard technique to evaluate the quality of a test suite. Due to its computationally intensive nature, many approaches have been proposed to make this technique feasible in real case scenarios. Among these approaches, uniform random mutant selection has been demonstrated to be simple and promising. However, works on this area analyze mutant samples at project level mainly on projects with adequate test suites. In this paper, we fill this lack of empirical validation by analyzing random mutant selection at class level on projects with non-adequate test suites. First, we show that uniform random mutant selection underachieves the expected results. Then, we propose a new approach named weighted random mutant selection which generates more representative mutant samples. Finally, we show that representative mutant samples are larger for projects with high test adequacy.",,,,,10.1145/2915970.2915992
6,,Souza2016,"Souza, Francisco Carlos M.; Papadakis, Mike; Le Traon, Yves; Delamaro, Márcio E.",Strong Mutation-Based Test Data Generation Using Hill Climbing,,,,May,45-54,2016,,,,2016 IEEE/ACM 9th International Workshop on Search-Based Software Testing (SBST),,,,,,,,,,,,"Mutation Testing is an effective test criterion for finding faults and assessing the quality of a test suite. Every test criterion requires the generation of test cases, which turns to be a manual and difficult task. In literature, search-based techniques are effective in generating structural-based test data. This fact motivates their use for mutation testing. Thus, if automatic test data generation can achieve an acceptable level of mutation score, it has the potential to greatly reduce the involved manual effort. This paper proposes an automated test generation approach, using hill climbing, for strong mutation. It incremental aims at strongly killing mutants, by focusing on mutants' propagation, i.e., how to kill mutants that are weakly killed but not strongly. Furthermore, the paper reports empirical results regarding the cost and effectiveness of the proposed approach on a set of 18 C programs. Overall, for the majority of the studied programs, the proposed approach achieved a higher strong mutation score than random testing, by 19,02% on average, and the previously proposed test generation techniques that ignore mutants' propagation, by 7,2% on average. Our results also demonstrate the improved efficiency of the proposed scheme over the previous methods.",,Measurement;Manuals;Software testing;Computers;Security;Reliability;Mutation Testing;Search-Based Software Testing;Test Data Generation,,,10.1145/2897010.2897012
10,,Tengeri2016,"Tengeri, D.; Vidács, L.; Beszédes, A.; Jász, J.; Balogh, G.; Vancsics, B.; Gyimóthy, T.","Relating Code Coverage, Mutation Score and Test Suite Reducibility to Defect Density","Proceedings - 2016 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2016",,,,174-179,2016,,cited By 10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992222115&doi=10.1109%2fICSTW.2016.25&partnerID=40&md5=f7a1ebc4a978afcb286b920b20848b39,,,,,,,,,,,,,"Assessing the overall quality (adequacy for a particular purpose) of existing test suites is a complex task. Their code coverage is a simple yet powerful attribute for this purpose, so the additional benefits of mutation analysis may not always justify the comparably much higher costs and complexity of the computation. Mutation testing methods and tools slowly start to reach a maturity level at which their use in everyday industrial practice becomes possible, yet it is still not completely clear in which situations they provide additional insights into various quality attributes of the test suites. This paper reports on an experiment conducted on four open source systems' test suites to compare them from the viewpoints of code coverage, mutation score and test suite reducibility (the amount test adequacy is degraded in a reduced test suite). The purpose of the comparison is to find out when the different attributes provide additional insights with respect to defect density, a separately computed attribute for the estimation of real faults. We demonstrate that in some situations code coverage might be a sufficient indicator of the expected defect density, but mutation and reducibility are better in most of the cases. © 2016 IEEE.",,"Codes (symbols); Defect density; Defects; Open source software; Open systems; Testing; Verification, Code coverage; Industrial practices; Mutation analysis; Open source system; Quality attributes; Reduced test suites; Test adequacy criteria; Test suite reduction, Software testing",,,10.1109/ICSTW.2016.25
10,,Zhang2016,"Zhang, J.; Wang, Z.; Zhang, L.; Hao, D.; Zang, L.; Cheng, S.; Zhang, L.",Predictive mutation testing,ISSTA 2016 - Proceedings of the 25th International Symposium on Software Testing and Analysis,,,,342-353,2016,,cited By 31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984865403&doi=10.1145%2f2931037.2931038&partnerID=40&md5=b1a090f70fa5481b41dd0c8289130599,,,,,,,,,,,,,"Mutation testing is a powerful methodology for evaluating test suite quality. In mutation testing, a large number of mutants are generated and executed against the test suite to check the ratio of killed mutants. Therefore, mutation testing is widely believed to be a computationally expensive technique. To alleviate the efficiency concern of mutation testing, in this paper, we propose predictive mutation testing (PMT), the first approach to predicting mutation testing results without mutant execution. In particular, the proposed approach constructs a classification model based on a series of features related to mutants and tests, and uses the classification model to predict whether a mutant is killed or survived without executing it. PMT has been evaluated on 163 real-world projects under two application scenarios (i.e., cross-version and cross-project). The experimental results demonstrate that PMT improves the efficiency of mutation testing by up to 151.4X while incurring only a small accuracy loss when predicting mutant execution results, indicating a good tradeoff between efficiency and effectiveness of mutation testing. © 2016 ACM.",,"Artificial intelligence; Efficiency; Forecasting; Learning systems, Accuracy loss; Application scenario; Classification models; Mutation testing; Real world projects, Software testing",,,10.1145/2931037.2931038
10,,Bach2017,"Bach, T.; Andrzejak, A.; Pannemans, R.; Lo, D.",The Impact of Coverage on Bug Density in a Large Industrial Software Project,International Symposium on Empirical Software Engineering and Measurement,2017-November,,,307-313,2017,,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042384798&doi=10.1109%2fESEM.2017.44&partnerID=40&md5=926786df8be5dda473f3fd8671108953,,,,,,,,,,,,,"Measuring quality of test suites is one of the major challenges of software testing. Code coverage identifies tested and untested parts of code and is frequently used to approximate test suite quality. Multiple previous studies have investigated the relationship between coverage ratio and test suite quality, without a clear consent in the results. In this work we study whether covered code contains a smaller number of future bugs than uncovered code (assuming appropriate scaling). If this correlation holds and bug density is lower in covered code, coverage can be regarded as a meaningful metric to estimate the adequacy of testing. To this end we analyse 16000 internal bug reports and bug-fixes of SAP HANA, a large industrial software project. We found that the above-mentioned relationship indeed holds, and is statistically significant. Contrary to most previous works our study uses real bugs and real bug-fixes. Furthermore, our data is derived from a complex and large industrial project. © 2017 IEEE.",,"Codes (symbols); Computer software selection and evaluation; Software engineering, bug densitiy; coverage; Empirical research; Industry project; Real world projects; Software Quality, Software testing",,,10.1109/ESEM.2017.44
10,,Bowes2017,"Bowes, D.; Hall, T.; Petrić, J.; Shippey, T.; Turhan, B.",How Good Are My Tests?,"International Workshop on Emerging Trends in Software Metrics, WETSoM",,,,9-14,2017,,cited By 16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026860594&doi=10.1109%2fWETSoM.2017.2&partnerID=40&md5=34561c928d5976168d8bb9cc29353f13,,,,,,,,,,,,,"Background: Test quality is a prerequisite for achieving production system quality. While the concept of quality is multidimensional, most of the effort in testing context hasbeen channelled towards measuring test effectiveness. Objective: While effectiveness of tests is certainly important, we aim to identify a core list of testing principles that also address other quality facets of testing, and to discuss how they can be quantified as indicators of test quality. Method: We have conducted a two-day workshop with our industry partners to come up with a list of relevant principles and best practices expected to result in high quality tests. We then utilised our academic and industrial training materials together with recommendations in practitioner oriented testing books to refine the list. We surveyed existing literature for potential metrics to quantify identified principles. Results: We have identified a list of 15 testing principles to capture the essence of testing goals and best practices from quality perspective. Eight principles do not map toexisting test smells and we propose metrics for six of those. Further, we have identified additional potential metrics for the seven principles that partially map to test smells. Conclusion: We provide a core list of testing principles along with a discussion of possible ways to quantify them for assessing goodness of tests. We believe that our work would be useful for practitioners in assessing the quality of their tests from multiple perspectives including but not limited to maintainability, comprehension and simplicity. © 2017 IEEE.",,"Materials testing; Odors, Best practices; High Quality Test; Industrial training; metrics; Production system; Test effectiveness; Test quality; Unit testing, Testing",,,10.1109/WETSoM.2017.2
6,9781450351058,Brown2017,"Brown, David Bingham; Vaughn, Michael; Liblit, Ben; Reps, Thomas",The Care and Feeding of Wild-Caught Mutants,,,,,511–522,2017,"New York, NY, USA",,https://doi.org/10.1145/3106237.3106280,Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering,,,ESEC/FSE 2017,,Association for Computing Machinery,,,,,,,"Mutation testing of a test suite and a program provides a way to measure the quality of the test suite. In essence, mutation testing is a form of sensitivity testing: by running mutated versions of the program against the test suite, mutation testing measures the suite's sensitivity for detecting bugs that a programmer might introduce into the program. This paper introduces a technique to improve mutation testing that we call wild-caught mutants; it provides a method for creating potential faults that are more closely coupled with changes made by actual programmers. This technique allows the mutation tester to have more certainty that the test suite is sensitive to the kind of changes that have been observed to have been made by programmers in real-world cases.",,"test suites, mutation testing, repository mining",,,10.1145/3106237.3106280
10,,Felbinger2017,"Felbinger, H.; Wotawa, F.; Nica, M.","Mutation Score, Coverage, Model Inference: Quality Assessment for T-Way Combinatorial Test-Suites","Proceedings - 10th IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2017",,,,171-180,2017,,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371142&doi=10.1109%2fICSTW.2017.36&partnerID=40&md5=d483a7a148df34b3a0338941e623e3d7,,,,,,,,,,,,,"In this paper we assess and evaluate the quality of t-way combinatorial test-suites using three different test-suite quality assessment methods. As t-way combinatorial test-suites reduce the input space of a program under test, we investigate how an increasing t affects the quality of the test-suite. There are some limitations of existing test-suite quality assessment methods e.g. the number of mutants is limited by execution time and code coverage measurement might be intrusive due to changes of the behavior of the program under test when instrumenting the code. Here we generate t-way combinatorial test-suites for Java programs of different size. We compute mutation score and code coverage for the generated test-suites, and apply additionally a new model inference based approach, that does not require to execute the program under test, to compare the generated test-suites with each other and assign a quality valuation to the test-suites. Our results show that an increasing t generally raises test-suite quality in terms of mutation score, coverage, and model inference. However, the model inference approach is only applicable, if the outcomes of the programs under test are discrete values, and if the number of discrete values is less than the test-suite size. © 2017 IEEE.",,"Codes (symbols); Computer software; Testing; Verification, Code coverage; Combinatorial testing; Coverage; Different sizes; Discrete values; Model inference; Mutation score; Quality assessment, Software testing",,,10.1109/ICSTW.2017.36
6,9781450350938,Fellner2017,"Fellner, Andreas; Krenn, Willibald; Schlick, Rupert; Tarrach, Thorsten; Weissenbacher, Georg","Model-Based, Mutation-Driven Test Case Generation via Heuristic-Guided Branching Search",,,,,56–66,2017,"New York, NY, USA",,https://doi.org/10.1145/3127041.3127049,Proceedings of the 15th ACM-IEEE International Conference on Formal Methods and Models for System Design,,,MEMOCODE '17,,Association for Computing Machinery,,,,,,,"This work introduces a heuristic-guided branching search algorithm for model-based, mutation-driven test case generation. The algorithm is designed towards the efficient and computationally tractable exploration of discrete, non-deterministic models with huge state spaces. Asynchronous parallel processing is a key feature of the algorithm. The algorithm is inspired by the successful path planning algorithm Rapidly exploring Random Trees (RRT). We adapt RRT in several aspects towards test case generation. Most notably, we introduce parametrized heuristics for start and successor state selection, as well as a mechanism to construct test cases from the data produced during search.We implemented our algorithm in the existing test case generation framework MoMuT. We present an extensive evaluation of our heuristics and parameters based on a diverse set of demanding models obtained in an industrial context. In total we continuously utilized 128 CPU cores on three servers for two weeks to gather the experimental data presented. Using statistical methods we determine which heuristics are performing well on all models. With our new algorithm, we are now able to process models consisting of over 2300 concurrent objects. To our knowledge there is no other mutation driven test case generation tool that is able to process models of this magnitude.",,"parallel search, mutation testing, model-based testing, heuristics, test case generation, search-based testing",,,10.1145/3127041.3127049
6,9781538626757,Gligoric2017,"Gligoric, Milos; Khurshid, Sarfraz; Misailovic, Sasa; Shi, August",Mutation Testing Meets Approximate Computing,,,,,3–6,2017,"Buenos Aires, Argentina",,https://doi.org/10.1109/ICSE-NIER.2017.15,Proceedings of the 39th International Conference on Software Engineering: New Ideas and Emerging Results Track,,,ICSE-NIER '17,,IEEE Press,,,,,,,"One of the most widely studied techniques in software testing research is mutation testing - a technique for evaluating the quality of test suites. Despite over four decades of academic advances in this technique, mutation testing has not found its way to mainstream development. The key issue with mutation testing is its high computational cost: it requires running the test suite against not just the program under test but against typically thousands of mutants, i.e., syntactic variants, of the program. Our key insight is that exciting advances in the upcoming, yet unrelated, area of approximate computing allow us to define a principled approach that provides the benefits of traditional mutation testing at a fraction of its usually large cost.This paper introduces the idea of a novel approach, named ApproxiMut, that blends the power of mutation testing with the practicality of approximate computing. To demonstrate the potential of our approach, we present a concrete instantiation: rather than executing tests against each mutant on the exact program version, ApproxiMut obtains an approximate test/program version by applying approximate transformations and runs tests against each mutant on the approximated version. Our initial goal is to (1) measure the correlation between mutation scores on the exact and approximate program versions, (2) evaluate the relation among mutation operators and approximate transformations, (3) discover the best way to approximate a test and a program, and (4) evaluate the benefits of ApproxiMut. Our preliminary results show similar mutation scores on the exact and approximate program versions and uncovered a case when an approximated test was, to our surprise, better than the exact test.",,,,,10.1109/ICSE-NIER.2017.15
6,9781538627174,Golagha2017,"Golagha, Mojdeh; Pretschner, Alexander; Fisch, Dominik; Nagy, Roman",Reducing Failure Analysis Time: An Industrial Evaluation,,,,,293–302,2017,"Buenos Aires, Argentina",,https://doi.org/10.1109/ICSE-SEIP.2017.15,Proceedings of the 39th International Conference on Software Engineering: Software Engineering in Practice Track,,,ICSE-SEIP '17,,IEEE Press,,,,,,,"Testing and debugging automotive cyber physical systems are challenging. Developing and integrating cyber and physical components require extensive testing to ensure reliable and safe releases. One important cost factor in the debugging process is the time required to analyze failures. Since large number of failures usually happen due to a few underlying faults, clustering failures based on the responsible faults helps reduce analysis time. We focus on the software-in-the-loop and hardware-in-the-loop levels of testing where test execution times are high. We devise a methodology for adapting existing clustering techniques to a real context. We augment an existing clustering approach by a method for selecting representative tests. To analyze failures, rather than investigating all failing tests one by one, testers inspect only these representatives. We report on the results of a large scale industrial case study. We ran experiments on ca. 850 KLOC. Results show that utilizing our clustering tool, testers can reduce failure analysis time by more than 80%.",,"HiL testing, SiL testing, automotive CPS, failure clustering, failure analysis",,,10.1109/ICSE-SEIP.2017.15
7,,Gopinath2017,"Gopinath, R.; Ahmed, I.; Alipour, M. A.; Jensen, C.; Groce, A.",Does choice of mutation tool matter?,Software Quality Journal,25,3,,871-920,2017,,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966667381&doi=10.1007%2fs11219-016-9317-7&partnerID=40&md5=b0e1bc973b3ce995d298e1c11603f2ba,,,,,,,,,,,,,"Though mutation analysis is the primary means of evaluating the quality of test suites, it suffers from inadequate standardization. Mutation analysis tools vary based on language, when mutants are generated (phase of compilation), and target audience. Mutation tools rarely implement the complete set of operators proposed in the literature and mostly implement at least a few domain-specific mutation operators. Thus different tools may not always agree on the mutant kills of a test suite. Few criteria exist to guide a practitioner in choosing the right tool for either evaluating effectiveness of a test suite or for comparing different testing techniques. We investigate an ensemble of measures for evaluating efficacy of mutants produced by different tools. These include the traditional difficulty of detection, strength of minimal sets, and the diversity of mutants, as well as the information carried by the mutants produced. We find that mutation tools rarely agree. The disagreement between scores can be large, and the variation due to characteristics of the project—even after accounting for difference due to test suites—is a significant factor. However, the mean difference between tools is very small, indicating that no single tool consistently skews mutation scores high or low for all projects. These results suggest that experiments yielding small differences in mutation score, especially using a single tool, or a small number of projects may not be reliable. There is a clear need for greater standardization of mutation analysis. We propose one approach for such a standardization. © 2016, Springer Science+Business Media New York.",,"Quality control; Standardization; Testing, Domain specific; Empirical analysis; Mutation analysis; Mutation operators; Mutation score; Target audience; Testing technique, Software testing",,,10.1007/s11219-016-9317-7
7,,Gopinath2017a,"Gopinath, R.; Ahmed, I.; Alipour, M. A.; Jensen, C.; Groce, A.",Mutation reduction strategies considered harmful,IEEE Transactions on Reliability,66,3,,854-874,2017,,cited By 19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020385899&doi=10.1109%2fTR.2017.2705662&partnerID=40&md5=111ae5063220437a27e8ca4e1839db84,,,,,,,,,,,,,"Mutation analysis is a well known yet unfortunately costly method for measuring test suite quality. Researchers have proposed numerous mutation reduction strategies in order to reduce the high cost of mutation analysis, while preserving the representativeness of the original set of mutants. As mutation reduction is an area of active research, it is important to understand the limits of possible improvements. We theoretically and empirically investigate the limits of improvement in effectiveness from using mutation reduction strategies compared to random sampling. Using real-world open source programs as subjects, we find an absolute limit in improvement of effectiveness over random sampling - 13.078%. Given our findings with respect to absolute limits, one may ask: How effective are the extant mutation reduction strategies? We evaluate the effectiveness of multiple mutation reduction strategies in comparison to random sampling. We find that none of the mutation reduction strategies evaluated - many forms of operator selection, and stratified sampling (on operators or program elements) - produced an effectiveness advantage larger than 5% in comparison with random sampling. Given the poor performance of mutation selection strategies - they may have a negligible advantage at best, and often perform worse than random sampling - we caution practicing testers against applying mutation reduction strategies without adequate justification. © 1963-2012 IEEE.",,"Software testing, Multiple mutations; Mutation analysis; Open source projects; Operator selections; Poor performance; Program elements; Reduction strategy; Stratified sampling, Quality control",,,10.1109/TR.2017.2705662
7,,Kazmi2017,"Kazmi, Rafaqut; Jawawi, Dayang N. A.; Mohamad, Radziah; Ghani, Imran",Effective Regression Test Case Selection: A Systematic Literature Review,ACM Comput. Surv.,50,2,May,,2017,"New York, NY, USA",,https://doi.org/10.1145/3057269,,,,,,Association for Computing Machinery,,,,,,,"Regression test case selection techniques attempt to increase the testing effectiveness based on the measurement capabilities, such as cost, coverage, and fault detection. This systematic literature review presents state-of-the-art research in effective regression test case selection techniques. We examined 47 empirical studies published between 2007 and 2015. The selected studies are categorized according to the selection procedure, empirical study design, and adequacy criteria with respect to their effectiveness measurement capability and methods used to measure the validity of these results.The results showed that mining and learning-based regression test case selection was reported in 39% of the studies, unit level testing was reported in 18% of the studies, and object-oriented environment (Java) was used in 26% of the studies. Structural faults, the most common target, was used in 55% of the studies. Overall, only 39% of the studies conducted followed experimental guidelines and are reproducible.There are 7 different cost measures, 13 different coverage types, and 5 fault-detection metrics reported in these studies. It is also observed that 70% of the studies being analyzed used cost as the effectiveness measure compared to 31% that used fault-detection capability and 16% that used coverage.",,"Software testing, SLR, cost effectiveness, fault detection ability, coverage",,,10.1145/3057269
10,,Magalhaes2017,"Magalhães, C.; Andrade, J.; Perrusi, L.; Mota, A.",Evaluating an automatic text-based test case selection using a non-instrumented code coverage analysis,ACM International Conference Proceeding Series,Part F130656,,,,2017,,cited By 2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030473731&doi=10.1145%2f3128473.3128478&partnerID=40&md5=c23e6344b323e41b01849f1952a60f15,,,,,,,,,,,,,"During development, systems may be tested several times. In general, a system evolves from change requests, aiming at improving its behavior in terms of new features as well as fixing failures. Thus, selecting the best test plan in terms of the closeness between test cases and the changed code and its dependencies is pursued by industry and academia. In this paper we measure the coverage achieved by an automatic test case selection based on information retrieval that relates change requests and test cases. But instead of using off-the-shelf coverage tools, like JaCoCo, we propose a way of obtaining code coverage of Android apk's without instrumentation. This was a basic requirement of our industrial partner. We performed some experiments on this industrial partner and promising results were obtained. © 2017 Association for Computing Machinery.",,"Codes (symbols); Information retrieval, Code coverage; Industrial partners; Instrumented code; Prioritization; Test case; Test case selection; Test plan, Software testing",,,10.1145/3128473.3128478
6,9781538638682,Rojas2017,"Rojas, Jos\'{e} Miguel; White, Thomas D.; Clegg, Benjamin S.; Fraser, Gordon",Code Defenders: Crowdsourcing Effective Tests and Subtle Mutants with a Mutation Testing Game,,,,,677–688,2017,"Buenos Aires, Argentina",,https://doi.org/10.1109/ICSE.2017.68,Proceedings of the 39th International Conference on Software Engineering,,,ICSE '17,,IEEE Press,,,,,,,"Writing good software tests is difficult and not every developer's favorite occupation. Mutation testing aims to help by seeding artificial faults (mutants) that good tests should identify, and test generation tools help by providing automatically generated tests. However, mutation tools tend to produce huge numbers of mutants, many of which are trivial, redundant, or semantically equivalent to the original program; automated test generation tools tend to produce tests that achieve good code coverage, but are otherwise weak and have no clear purpose. In this paper, we present an approach based on gamification and crowdsourcing to produce better software tests and mutants: The Code Defenders web-based game lets teams of players compete over a program, where attackers try to create subtle mutants, which the defenders try to counter by writing strong tests. Experiments in controlled and crowdsourced scenarios reveal that writing tests as part of the game is more enjoyable, and that playing Code Defenders results in stronger test suites and mutants than those produced by automated tools.",,,,,10.1109/ICSE.2017.68
10,,VanBeckhoven2017,"Van Beckhoven, P.; Oprescu, A.; Bruntink, M.",Assessing test suite eectiveness using static metrics,CEUR Workshop Proceedings,2070,,,,2017,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045417698&partnerID=40&md5=454fa40a88fc0151a9da3597e418c942,,,,,,,,,,,,,"With the increasing amount of automated tests, we need ways to measure the test eectiveness. The state-of-the-art technique for assessing test eectiveness, mutation testing, is too slow and cumbersome to be used in large scale evolution studies or code audits by external companies. In this paper we investigated two alternatives, namely code coverage and assertion count. We discovered that code coverage outperforms assertion count by showing a relation with test suite eec-tiveness for all analysed project. Assertion count only displays such a relation in only one of the analysed projects. Further analysing this relationship between assertion count coverage and test eectiveness would allow to circumvent some of the problems of mutation testing. Copyright c by the paper's authors. Copying permitted for private and academic purposes.",,"Codes (symbols); Software testing, Automated test; Code Audit; Code coverage; Large-scale evolution; Mutation testing; State-of-the-art techniques; Static metrics; Test suites, Testing",,,
10,,Wang2017,"Wang, Q.; Brun, Y.; Orso, A.",Behavioral Execution Comparison: Are Tests Representative of Field Behavior?,"Proceedings - 10th IEEE International Conference on Software Testing, Verification and Validation, ICST 2017",,,,321-332,2017,,cited By 12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020753963&doi=10.1109%2fICST.2017.36&partnerID=40&md5=1e7452cb6ae8582674c935686b54d63d,,,,,,,,,,,,,"Software testing is the most widely used approach for assessing and improving software quality, but it is inherently incomplete and may not be representative of how the software is used in the field. This paper addresses the questions of to what extent tests represent how real users use software, and how to measure behavioral differences between test and field executions. We study four real-world systems, one used by endusers and three used by other (client) software, and compare test suites written by the systems' developers to field executions using four models of behavior: statement coverage, method coverage, mutation score, and a temporal-invariant-based model we developed. We find that developer-written test suites fail to accurately represent field executions: the tests, on average, miss 6.2% of the statements and 7.7% of the methods exercised in the field, the behavior exercised only in the field kills an extra 8.6% of the mutants, finally, the tests miss 52.6% of the behavioral invariants that occur in the field. In addition, augmenting the in-house test suites with automatically-generated tests by a tool targeting high code coverage only marginally improves the tests' behavioral representativeness. These differences between field and test executions - and in particular the finer-grained and more sophisticated ones that we measured using our invariantbased model - can provide insight for developers and suggest a better method for measuring test suite quality. © 2017 IEEE.",,"Automatic test pattern generation; Computer software selection and evaluation; Online systems; Testing; Verification, Automatically generated; Field data; Model inference; Real-world system; Software Quality; Statement coverage; Temporal invariants; Test execution, Software testing",,,10.1109/ICST.2017.36
10,,Bruenink2018,"Brünink, M.; Rosenblum, D. S.",Using Branch Frequency Spectra to Evaluate Operational Coverage,"Proceedings - Asia-Pacific Software Engineering Conference, APSEC",2017-December,,,150-159,2018,,cited By 0,https://doi.org/10.1109/APSEC.2017.21,,,,,,,,,,,,,"Coverage metrics try to quantify how well a software artifact is tested. High coverage numbers instill confidence in the software and might even be necessary to obtain certification. Unfortunately, achieving high coverage numbers does not imply high quality of the test suite. One shortcoming is that coverage metrics do not measure how well test suites cover systems in production. We look at coverage from an operational perspective. We evaluate test suite quality by comparing runs executed during testing with runs executed in production. Branch frequency spectra are employed to capture the behavior during runtime. Differences in the branch frequency spectra between field executions and testing runs indicate test suite deficiencies. This post-release test suite quality assurance mechanism can be used to (1) build confidence by pooling coverage information from many execution sites and (2) guide test suite augmentation in order to prepare the test suite for the next release cycle. © 2017 IEEE.",,"Quality assurance; Quality control; Spectroscopy; Well testing, Code coverage; Coverage metrics; Frequency spectra; High quality; Operational coverage; Program spectra; Release cycles; Software artifacts, Software testing",,,10.1109/APSEC.2017.21
7,,Gergely2018,"Gergely, T.; Balogh, G.; Horváth, F.; Vancsics, B.; Beszédes, Á.; Gyimóthy, T.",Analysis of static and dynamic test-to-code traceability information,Acta Cybernetica,23,3,,903-919,2018,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052407712&doi=10.14232%2factacyb.23.3.2018.11&partnerID=40&md5=dcf86298b9df8ef6ed836326105f4340,,,,,,,,,,,,,"Unit test development has some widely accepted guidelines. Two of them concern the test and code relationship, namely isolation (unit tests should examine only a single unit) and separation (they should be placed next to this unit). These guidelines are not always kept by the developers. They can however be checked by investigating the relationship between tests and the source code, which is described by test-to-code traceability links. Still, these links perhaps cannot be inferred unambiguously from the test and production code. We developed a method that is based on the computation of traceability links for different aspects and report Structural Unit Test Smells where the traceability links for the different aspects do not match. The two aspects are the static structure of the code that reflects the intentions of the developers and testers and the dynamic coverage which reveals the actual behavior of the code during test execution. In this study, we investigated this method on real programs. We manually checked the reported Structural Unit Test Smells to find out whether they are real violations of the unit testing rules. Furthermore, the smells were analyzed to determine their root causes and possible ways of correction. Copyright © 2018 Institute of Informatics, University of Szeged. All rights reserved.",,"Codes (symbols); Odors, Code coverage; Dynamic coverages; Refactorings; Static and dynamic tests; Static structures; Traceability information; Traceability links; Unit testing, Testing",,,10.14232/actacyb.23.3.2018.11
6,9781450356633,Groce2018,"Groce, Alex; Holmes, Josie; Marinov, Darko; Shi, August; Zhang, Lingming","An Extensible, Regular-Expression-Based Tool for Multi-Language Mutant Generation",,,,,25–28,2018,"New York, NY, USA",,https://doi.org/10.1145/3183440.3183485,Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings,,,ICSE '18,,Association for Computing Machinery,,,,,,,"Mutation testing is widely used in research (even if not in practice). Mutation testing tools usually target only one programming language and rely on parsing a program to generate mutants, or operate not at the source level but on compiled bytecode. Unfortunately, developing a robust mutation testing tool for a new language in this paradigm is a difficult and time-consuming undertaking. Moreover, bytecode/intermediate language mutants are difficult for programmers to read and understand. This paper presents a simple tool, called universalmutator, based on regular-expression-defined transformations of source code. The primary drawback of such an approach is that our tool can generate invalid mutants that do not compile, and sometimes fails to generate mutants that a parser-based tool would have produced. Additionally, it is incompatible with some approaches to improving the efficiency of mutation testing. However, the regexp-based approach provides multiple compensating advantages. First, our tool is easy to adapt to new languages; e.g., we present here the first mutation tool for Apple's Swift programming language. Second, the method makes handling multi-language programs and systems simple, because the same tool can support every language. Finally, our approach makes it easy for users to add custom, project-specific mutations.",,"regular expressions, mutation testing, multi-language tools",,,10.1145/3183440.3183485
6,9781450359375,Hilton2018,"Hilton, Michael; Bell, Jonathan; Marinov, Darko",A Large-Scale Study of Test Coverage Evolution,,,,,53–63,2018,"New York, NY, USA",,https://doi.org/10.1145/3238147.3238183,Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering,,,ASE 2018,,Association for Computing Machinery,,,,,,,"Statement coverage is commonly used as a measure of test suite quality. Coverage is often used as a part of a code review process: if a patch decreases overall coverage, or is itself not covered, then the patch is scrutinized more closely. Traditional studies of how coverage changes with code evolution have examined the overall coverage of the entire program, and more recent work directly examines the coverage of patches (changed statements). We present an evaluation much larger than prior studies and moreover consider a new, important kind of change --- coverage changes of unchanged statements. We present a large-scale evaluation of code coverage evolution over 7,816 builds of 47 projects written in popular languages including Java, Python, and Scala. We find that in large, mature projects, simply measuring the change to statement coverage does not capture the nuances of code evolution. Going beyond considering statement coverage as a simple ratio, we examine how the set of statements covered evolves between project revisions. We present and study new ways to assess the impact of a patch on a project's test suite quality that both separates coverage of the patch from coverage of the non-patch, and separates changes in coverage from changes in the set of statements covered.",,"flaky tests, code coverage, Software testing, empirical study",,,10.1145/3238147.3238183
